Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes,Genre,Style,Votes,Comments,Weighted Rating
"Ideal 07-6, Ideal07-6, ideal07-6, Ideal 007",Oliver Huntemann,Shanghai Spinner,"Ideal Audio, Ideal Audio, Ideal Audio, Ideal Audio","12""",4.04,2009,1851983,minimal,2024-12-08 10:48:44,,,,Electronic,"Techno, Tech House, Minimal",24,0,4.06979679541596
TRAPEZ ltd 64,Mihalis Safras,Interafrica,Trapez Ltd,"12""",4.05,2008,1291005,Uncategorized,2025-01-22 04:43:04,,,,Electronic,"Tribal, Techno, Minimal, Tech House",37,0,4.069456435800126
RENX039,Nic Fanciulli,Lucky Heather & Cat Out Of The Bag,Renaissance,"12""",4.04,2006,782059,progressive house,2024-12-09 02:28:03,,,,Electronic,"Progressive House, Tech House",25,0,4.069032775020679
"TIGER 75, Tiger 75",Various,Pacha Summer 2008,"Tiger Records, Kontor Records, Pacha Recordings","12""",4.04,2008,1434430,Uncategorized,2024-12-10 10:20:19,,,,Electronic,"House, Electro House, Tech House",25,0,4.069032775020679
06025 1732596 8,Trolle Siebenhaar,Sweet Dogs,"Boom! Records Denmark, Island Records","12""",4.04,2007,961203,Uncategorized,2024-12-10 11:14:22,,,,Electronic,"Electro, Deep House",26,0,4.068306955645161
electribe 026,Marc O'Tool,Minority Resistance,Electribe,"12""",4.0,2006,653115,progressive house,2024-12-07 10:00:54,,,,Electronic,"Progressive House, Electro, Tech House",11,0,4.067691129032259
Stealth36,Tom De Neef,Adobe,Stealth Records (2),"12""",4.0,2006,690091,Uncategorized,2024-12-07 08:59:48,,,,Electronic,"House, Electro",11,0,4.067691129032259
Stigmata 14,André Walter,3rd Key Of Henoch,Stigmata,"12""",4.0,2009,1897076,Techno,2024-12-09 02:49:15,,,,Electronic,Techno,11,0,4.067691129032259
VR12057,Jaytech,Neon Void / Expedition,Vapour Recordings,"12""",4.0,2006,862507,progressive house,2024-12-08 10:28:34,,,,Electronic,Progressive House,11,0,4.067691129032259
RSP048,Paul Ritch,Summer Ceremony EP,Resopal Schallware,"12"", EP",4.04,2007,1122869,Uncategorized,2025-01-22 05:45:49,,,,Electronic,Tech House,27,0,4.06761654209284
TRAUM V91,Super Flu,Momratzn,Traum Schallplatten,"12""",4.05,2007,1087272,Techno,2024-12-08 02:22:06,,,,Electronic,Techno,43,0,4.067408389926429
MAU 016,Björn Mandry & Thomas Gold,Paintbootiqa EP,Mauritius,"12"", EP",4.04,2006,658481,progressive house,2024-12-09 12:07:18,,,,Electronic,Progressive House,28,0,4.0669590053763445
mylo007-6,Ben Delay,Clubmusic Is Dead!,Mylo Recordings,"12""",4.0,2006,838256,Uncategorized,2024-12-08 02:46:19,,,,Electronic,"House, Electro House",12,0,4.065087624069479
01,Kiko & Gino's,Anse Vasta / Star Braker,Signature By Kiko,"12""",4.0,2010,2251691,Uncategorized,2024-12-10 13:23:33,,,,Electronic,"Techno, Minimal Techno",12,0,4.065087624069479
Ambassade 024,Sunfreakz Feat Andrea Britton,Counting Down The Days,"Ambassade Records, TIME (2), Oxyd Records","12""",4.0,2007,934142,Uncategorized,2025-01-22 04:08:21,,,,Electronic,House,13,0,4.062676971326165
KICKBOXER #22,Rievaulx,Ghosts In The Machine,Kickboxer,"12""",4.0,2008,1514038,Uncategorized,2025-01-22 03:54:03,,,,Electronic,"Tech House, Minimal",13,0,4.062676971326165
spork 34,Hugo (2),The Sloop & The Siren,Tuning Spork Records,"12""",4.05,2008,1329492,Uncategorized,2024-12-10 10:44:34,,,,Electronic,"Minimal Techno, Tech House",80,0,4.060556151338366
spork 34,Hugo (2),The Sloop & The Siren,Tuning Spork Records,"12""",4.05,2008,1329492,Uncategorized,2024-12-10 10:44:39,,,,Electronic,"Minimal Techno, Tech House",80,0,4.060556151338366
"electrade 018, Electrade 018",Jay Lumen Presents Monologue (2),Midnight Express,"Electrade, Electrade","12""",4.0,2007,1067783,progressive house,2024-12-07 10:11:15,,,,Electronic,"Progressive House, House",14,0,4.060438508064516
TR37,Umek,Designed Persona,Tronic,"12""",4.0,2009,1697061,minimal,2024-12-08 11:05:33,,,,Electronic,"Techno, Minimal",15,0,4.0583544215795335
GSR033,Zen-Kei,The Punisher,Great Stuff Recordings,"12""",4.03,2006,781850,Techno,2024-12-07 11:06:37,,,,Electronic,"Techno, Electro",32,0,4.057658222300141
FC 017,Vicknoise,Winter On Sunset Blvd.,Factor City Records,"12""",4.0,2006,781085,minimal,2024-12-09 03:03:59,,,,Electronic,"House, Techno, Minimal",16,0,4.056409274193549
WEBB176T,Simian Mobile Disco,Love (Beyond The Wizard's Sleeve Reanimation) / Hotdog (Cosmo Vitelli Remix),Wichita,"12""",4.0,2008,1408549,Uncategorized,2024-12-10 13:34:39,,,,Electronic,"House, Electro",16,0,4.056409274193549
EK 014-1,Dole & Kom,What You Want!,Elektro.Komfort,"12""",4.0,2007,900200,Uncategorized,2024-12-10 13:24:19,,,,Electronic,Tech House,17,0,4.054589620187305
"RR 1008r, rr 1008r, 1008r",Kaiser Souzai,Gaia (The Remixes),"Rotor Records, Rotor Records, Rotor Records","12""",4.0,2006,858932,tech house,2024-12-08 06:00:31,,,,Electronic,"Electro, Tech House",17,0,4.054589620187305
Maya007,Penn & Jabato,Percuscive Vibe,Maya,"12""",4.03,2002,88632,House,2024-12-07 09:30:52,,,,Electronic,"House, Tribal",38,0,4.054466888957817
"Hedonism018, none",Bob Sinclar Feat. Steve Edwards,"World, Hold On","Hedonism, Yellow Productions, Mach1 Records","12""",4.03,2006,683490,House,2024-12-09 05:34:01,,,,Electronic,House,39,0,4.054005249543518
CREDOVII,Alex Bau,Bullet In Your Heart,Credo (2),"12""",4.0,2008,1288232,minimal,2024-12-09 12:29:21,,,,Electronic,"Minimal, Techno",20,0,4.049772888994307
CREDOVII,Alex Bau,Bullet In Your Heart,Credo (2),"12""",4.0,2008,1288232,minimal,2024-12-09 12:48:07,,,,Electronic,"Minimal, Techno",20,0,4.049772888994307
TFB ULTRALIMITED 001,Quenum,The World Of Alma E.P,Toys For Boys Records,"10"", S/Sided, EP, Ltd, Red",4.0,2009,1630947,minimal,2024-12-08 03:02:33,,,,Electronic,"Tech House, Minimal",20,0,4.049772888994307
paradigma 007,Ludovic Vendi,Limbo E.P.,Paradigma Musik,"12"", EP",4.0,2008,1267189,minimal,2024-12-09 04:26:35,,,,Electronic,"Techno, Minimal",21,0,4.048350806451613
GPM 060,Audiofly,4 Play E.P.,Get Physical Music,"12"", EP",4.03,2006,818480,Uncategorized,2024-12-10 12:20:01,,,,Electronic,"Techno, Minimal",60,0,4.047192948997385
CSG1280MX,Noise Up & Mr. Simon,E.P. Vol.1,Cassagrande,"12"", EP",3.0,2007,7298979,Uncategorized,2024-12-10 10:33:24,,,,Electronic,"Minimal, Techno, Electro",1,0,4.04615188172043
HB 002,Cadea Feat. MC Crazydaddy,Can't Wait For Summer,Hausbrigade Recordings,"12"", Ltd",3.0,2006,810661,Uncategorized,2024-12-07 10:08:42,,,,Electronic,House,1,0,4.04615188172043
KB009-6,Magsch,Owls And Woodpeckers,Koba Records,"12""",3.0,2008,3292664,minimal,2024-12-09 13:03:20,,,,Electronic,"House, Minimal",1,0,4.04615188172043
MIN030,City Sneakerz,You Don't Own Me,Ministry Of Sound,"12"", Maxi",3.0,2007,997394,Uncategorized,2024-12-07 09:10:32,,,,Electronic,House,1,0,4.04615188172043
PN005,Sandy Vee,In Control / Less Is More,Pacha Recordings,"12""",3.0,2007,994477,Uncategorized,2024-12-09 03:55:58,,,,Electronic,"House, Electro",1,0,4.04615188172043
MAN 010-5,Umek,Print This Story,Manual Music,"12""",4.0,2007,986901,Uncategorized,2025-01-22 04:37:37,,,,Electronic,"Minimal Techno, Progressive House",24,0,4.044533637521223
WHOREHOUSE020,Disco Darlings,Saxy Bitch,Not On Label,"12""",3.5,0,5750281,Uncategorized,2024-12-08 03:41:53,,,,Electronic,House,2,0,4.043267389112904
RA 011,Claudio Manfellotto,The Animal Friend EP,Religio Audio,"12"", Promo",3.5,2009,5281273,minimal,2024-12-07 10:43:21,,,,Electronic,"House, Minimal",2,0,4.043267389112904
TT-0011D1,Kobbe & Austin Leeds,Headbound Champion Sound (Disc One),Tweek'd Tunes,"12"", Promo, W/Lbl",3.5,2006,6521731,Uncategorized,2024-12-09 13:16:22,,,,Electronic,"House, Electro",2,0,4.043267389112904
KOM EX 41,Axel Bartsch,Speicher 41,Kompakt Extra,"12""",4.02,2006,806167,minimal,2024-12-08 03:14:18,,,,Electronic,"Minimal, Tech House",50,0,4.0420668472782255
Flex Schallplatten 005,Crazy Sonic,Das Ende Vom Lied,Flex Schallplatten,"12""",3.67,2008,2046075,Uncategorized,2024-12-10 11:36:30,,,,Electronic,"Electro, Tech House",3,0,4.0413104838709675
GORF001,Gorf (2),Silence 2007,Not On Label,"12"", S/Sided, Single, W/Lbl, 45 ",3.67,2007,1256953,Uncategorized,2024-12-10 10:50:28,,,,Electronic,Progressive Trance,3,0,4.0413104838709675
STP075,Drop Down,Piattoporco,Stereoseven Plus,"12""",3.67,2008,1635295,minimal,2024-12-09 12:31:41,,,,Electronic,"Minimal, Tech House",3,0,4.0413104838709675
STP106,Phatiz,Hitchcock,Stereoseven Plus,"12""",3.67,2009,1989179,minimal,2024-12-08 06:05:49,,,,Electronic,"Minimal, Tech House",3,0,4.0413104838709675
TRAPEZ ltd 27,Jan Autobahn,Traktor EP,Trapez Ltd,"12"", EP",4.02,2004,356350,Uncategorized,2025-01-22 06:57:36,,,,Electronic,Techno,55,0,4.040467800374006
1SHOT-008,Eelke Kleijn,Functional Distortion,1 Shot Recordings,"12""",3.75,2007,1158231,progressive house,2024-12-08 02:22:55,,,,Electronic,Progressive House,4,0,4.038459901433693
MT 005,Steve Housestone,You Can Fly,Muschitunes,"12""",3.75,2004,337994,Uncategorized,2024-12-08 02:40:28,,,,Electronic,House,4,0,4.038459901433693
NWI 339 Mix 2008,Emanuele Esposito,I've Gone,Net's Work International,"12"", Promo",3.75,2008,1505071,minimal,2024-12-09 12:49:45,,,,Electronic,"Techno, Minimal",4,0,4.038459901433693
"12TIVDJX 258, 0094639728619",Shapeshifters,Pusher (Remixes),"Positiva, Nocturnal Groove","12"", Promo",3.75,2007,1764657,Uncategorized,2024-12-09 08:15:37,,,,Electronic,House,4,0,4.038459901433693
DV 513,Sergio Del Rio,Guloo,D:vision Records,"12""",3.8,2007,1009424,House,2024-12-08 04:49:48,,,,Electronic,"House, Electro, Tribal House",5,0,4.036435696095077
DECK 008,Franky B aka Cryptic Monkey,O' Caliot,Deck Records,"12""",3.8,2008,1411714,Uncategorized,2025-01-22 06:46:44,,,,Electronic,Tech House,5,0,4.036435696095077
RF069,Dennis Christopher,Sign Your Name,Royal Flush Records,"12""",3.8,2007,1109567,Uncategorized,2024-12-08 10:31:43,,,,Electronic,House,5,0,4.036435696095077
TL001,Arcade Robot & Frank Sonic,Hoovercraft,Techno League Records,"12""",3.86,2008,1512830,Techno,2024-12-08 10:58:33,,,,Electronic,Techno,7,0,4.033918010752688
HERZBLUT 12,Hennon,Ear To Mouth,Herzblut Recordings,"12""",4.0,2009,1648240,minimal,2024-12-09 02:23:11,,,,Electronic,"Techno, Tech House, Minimal",36,0,4.033845564516129
TRIPPIN 002,Unknown Artist,Anthem Volume 1,Anthem (2),"12""",3.83,2006,755819,Uncategorized,2025-01-22 05:05:25,,,,Electronic,House,6,0,4.033613911290322
12C2100,Mark Brown & Steve Mac,The Fly,Cr2 Records,"12""",3.83,2009,1887268,progressive house,2024-12-07 10:05:46,,,,Electronic,"Progressive House, House",6,0,4.033613911290322
DGPRO 013,Clemens Rumpf Feat. Soulice,Ride Like The Wind,Delicious Garden Recordings,"12""",3.83,2007,958041,Uncategorized,2024-12-10 10:54:39,,,,Electronic,House,6,0,4.033613911290322
PUNX 010,Punx,Y.E.A.H.,Punx,"12""",3.83,2005,783114,Uncategorized,2024-12-10 11:31:02,,,,Electronic,Electro,6,0,4.033613911290322
SUPER DJ 3019,Steve Angello & Sebastian Ingrosso,82-83,Superstar Recordings,"12"", S/Sided, Gen",3.83,2005,6085156,Uncategorized,2024-12-08 04:56:55,,,,Electronic,House,6,0,4.033613911290322
USM029,J. Velarde,Electronic Concept Vol. II,T.U.S.O.M. Recordings,"12""",3.83,2006,881708,progressive house,2024-12-08 03:44:03,,,,Electronic,"Progressive House, House",6,0,4.033613911290322
VARIANZ-03,Raeyk,Osaka EP,Varianz Records,"12"", EP",3.83,2009,2003704,minimal,2024-12-07 09:07:31,,,,Electronic,"Techno, Minimal",6,0,4.033613911290322
FHT010,"Mario Più, Ricky Fobis, Lady Brian",Isla Bonita,Fahrenheit Music,"12""",3.88,2007,1051307,Techno,2024-12-09 04:33:32,,,,Electronic,"Techno, Electro",8,0,4.033285373900293
HW058,Underground Movement (4) Feat. Stanford,Shake (Remixes),Houseworks,"12""",3.88,2007,884357,Uncategorized,2024-12-08 10:41:24,,,,Electronic,"House, Electro",8,0,4.033285373900293
ITH29EP1,Various,Defected In The House - Ibiza 09 EP1,ITH Records,"12"", EP",3.88,2009,1794331,House,2024-12-09 08:16:16,,,,Electronic,House,8,0,4.033285373900293
SMFR 004,Juanjo Martin & Javi Reina Vs. Diego Antelo,Back To The Past,Set Me Free Records,"12""",3.88,2008,1230896,Uncategorized,2025-01-22 06:00:57,,,,Electronic,Progressive House,8,0,4.033285373900293
WL087,Terrabyte (2),Quadrophonia,Spinnin' Records White Label,"12"", W/Lbl",3.88,2008,1481466,Uncategorized,2024-12-10 13:15:32,,,,Electronic,"Electro, Tech House",8,0,4.033285373900293
UR002,Juan Alarma,Changes,Usual Recordings,"12""",3.88,2004,378305,progressive house,2024-12-08 08:03:52,,,,Electronic,Progressive House,8,0,4.033285373900293
Trapez 082,Massi DL,Wonderland,Trapez,"12""",4.0,2007,1131971,Uncategorized,2024-12-10 10:52:31,,,,Electronic,"Techno, Minimal",37,0,4.033181925996205
MOUSE 005,Cirez D,Mouseville Theme,Mouseville,"12""",4.02,2006,670960,Techno,2024-12-08 04:00:59,,,,Electronic,Techno,103,0,4.032070754066721
NOTO009,Oxia vs Gino's & Snake Plissken,Seven,Notorious Elektro,"12""",4.0,2007,873128,minimal,2024-12-09 12:18:20,,,,Electronic,"Techno, Minimal",41,0,4.030768695014663
DMOM 10000,Dee Green,10000,DMOM,"12""",3.89,2009,1860965,Techno,2024-12-07 09:05:22,,,,Electronic,Techno,9,0,4.030533835904628
EGO 39,Plastik Funk Presents Da Bear,Pump It Up,Egoiste,"12""",3.89,2006,668267,Uncategorized,2024-12-09 13:19:40,,,,Electronic,House,9,0,4.030533835904628
FR01,Eddy The Fish aka Eddie F,So Free,F-Recordings,"12""",3.89,2004,285033,Uncategorized,2024-12-10 11:26:22,,,,Electronic,House,9,0,4.030533835904628
mkt 07 2009,Roberto Capuano,Got You,MKT Records,"12""",3.89,2009,1640555,Uncategorized,2025-01-22 04:32:07,,,,Electronic,"Techno, Minimal",9,0,4.030533835904628
MOM001,Miloš Pavlović,Trapizator,Momentum,"12""",3.89,2007,1159570,minimal,2024-12-09 06:06:37,,,,Electronic,Minimal,9,0,4.030533835904628
KINK 43,Sucker DJ's,Bombay Sapphire,Kinky Vinyl,"12""",3.9,2006,769899,House,2024-12-07 10:09:13,,,,Electronic,House,10,0,4.028844926075269
OW013,Marc DePulse,EX,Ostwind Records,"12""",3.9,2007,1149082,tech house,2024-12-08 08:12:07,,,,Electronic,"Electro, Tech House",10,0,4.028844926075269
GSR074,Tobias Lützenkirchen,All That Jazz,Great Stuff Recordings,"12""",4.0,2008,1476428,minimal,2024-12-09 08:36:20,,,,Electronic,"Techno, Minimal",45,0,4.02868268179333
HA001-6,Dennis Soltendiek,Home Dancing Is Killing Clubs,Home Audio,"12""",3.92,2010,2292039,tech house,2024-12-08 05:30:47,,,,Electronic,Tech House,12,0,4.028164547146402
OFF 02,Andre Crom & Luca Doobie,Park Life EP,OFF Recordings,"12"", EP",3.92,2008,1605176,minimal,2024-12-08 03:32:53,,,,Electronic,"Tech House, Minimal",12,0,4.028164547146402
GSR085,Various,5 Years Of Great Stuff Part 2,Great Stuff Recordings,"12""",3.91,2009,1745083,Uncategorized,2024-12-10 13:20:36,,,,Electronic,"Deep House, Tech House, Minimal",11,0,4.0280911290322585
IPOLY003,Tickles,Freirausch,Ipoly Music,"12""",3.91,2009,1767996,Uncategorized,2024-12-10 13:31:09,,,,Electronic,"Techno, Minimal",11,0,4.0280911290322585
LUXA018,Sunchase,Clutter,Luxa Flex,"12""",3.91,2008,1273498,Uncategorized,2024-12-10 11:16:55,,,,Electronic,Tech House,11,0,4.0280911290322585
masters 019,Eric Sneo,Mass Appeal Madness,Masters Of Disaster,"12""",3.91,2009,2059919,Techno,2024-12-08 07:44:28,,,,Electronic,Techno,11,0,4.0280911290322585
oosh002,Paolo Mojo,JMJ,Oosh,"12"", Single",3.91,2007,1065591,Uncategorized,2025-01-22 05:00:28,,,,Electronic,Tech House,11,0,4.0280911290322585
PLAT004,Various,07.#04,Platform B Recordings,"12""",3.91,2007,1182042,Uncategorized,2024-12-10 10:14:08,,,,Electronic,"Techno, Minimal",11,0,4.0280911290322585
none,Amy Winehouse,Tears Dry On Their Own,Universal Music Group,"12"", Promo",3.91,2007,1061357,Uncategorized,2025-01-22 06:49:02,,,,"Electronic, Funk / Soul","Disco, Deep House, Funk, Garage House",11,0,4.0280911290322585
"DMDZEN 018, 0163350A45",DJ Tom,Take Me Baby,"Zentimental Records, A45 Music","12""",3.91,2005,463290,Uncategorized,2024-12-07 10:41:01,,,,Electronic,"Trance, Hard Trance",11,0,4.0280911290322585
AFULAB 05,Kiko,Strange Scape,AFULAB,"12"", EP",3.93,2008,1601159,Uncategorized,2024-12-10 13:17:54,,,,Electronic,"Techno, Electro",14,0,4.025438508064516
BPC 187,Chaim,Where Is Jack EP,BPitch Control,"12"", EP",3.92,2008,1551415,Techno,2024-12-09 08:22:17,,,,Electronic,Techno,13,0,4.024158452807646
"RIT 030, FTS083",Crane A.K.,Tripower,"Ritornell, Force Tracks","12""",3.92,2008,1603749,Uncategorized,2024-12-10 13:25:58,,,,Electronic,"Techno, Minimal",13,0,4.024158452807646
BED67,Mashtronic,Bionic Funk,Bedrock Records,"12""",3.95,2006,802150,progressive house,2024-12-07 10:21:30,,,,Electronic,Progressive House,19,0,4.022493279569892
RFSampler 006,Various,Sampler 6,Royal Flush Records,"12"", Smplr",3.95,2006,693298,Uncategorized,2024-12-10 12:38:11,,,,Electronic,House,19,0,4.022493279569892
tanzbar011,Mark Ash & Patrick Zigon,Sanjam E.P.,tanzbar|musik,"12"", EP",3.95,2008,1554235,tech house,2024-12-09 08:40:57,,,,Electronic,"Deep House, Tech House",19,0,4.022493279569892
URBANA 022,DJ Pippi & David Penn Feat. Laurence B.,Do U Feel It?,Urbana Recordings,"12""",3.95,2006,774823,Uncategorized,2024-12-08 10:31:17,,,,Electronic,"House, Tribal",19,0,4.022493279569892
23 22694-6,Various,Belgian House Mafia Sampler 001,Belgian House Mafia,"12"", Smplr",3.93,2008,1515254,House,2024-12-09 13:00:38,,,,Electronic,House,15,0,4.022147525027808
REB009,The Droyds,All I Ever Wanted,Rebirth,"12""",3.93,2007,1148954,Uncategorized,2024-12-09 13:25:14,,,,Electronic,"Electro, Tech House",15,0,4.022147525027808
BF065,Terry Numan vs. Dario Núñez,Dune,BeatFreak Recordings,"12""",3.94,2005,613573,progressive house,2024-12-08 11:20:27,,,,Electronic,"Progressive House, Tribal",17,0,4.021686394380853
"DMOM 7000, DMOM07",Alex Bau,7000,"DMOM, DMOM","12""",3.94,2008,1583418,Uncategorized,2024-12-10 11:23:44,,,,Electronic,"Techno, Minimal",17,0,4.021686394380853
"SAW0056, SAW56",Bush II Bush,Jungle Love,"Saw Recordings, Saw Recordings","12""",3.94,2006,862057,progressive house,2024-12-08 10:51:01,,,,Electronic,"Progressive House, Tribal House",17,0,4.021686394380853
BOXER 045,Luca & Paul,We Wanna Live In Germany,Boxer Recordings,"12""",3.97,2007,880109,Uncategorized,2025-01-22 05:49:38,,,,Electronic,"Minimal, Tech House",29,0,4.01912274943736
HUMANA 003,Darío Núñez & David Vio,Festen,Humana Music,"12""",3.96,2004,413176,progressive house,2024-12-08 03:09:02,,,,Electronic,"Progressive House, Progressive Trance",25,0,4.017750723738628
GSR047,Eyerer & Namito,Quipa,Great Stuff Recordings,"12""",3.96,2007,1009465,Uncategorized,2024-12-10 11:17:42,,,,Electronic,"Electro, Minimal, Tech House",26,0,4.016306955645161
KLING 015,Martin Eyerer & Oliver Koletzki,Pulse Your Hands,Kling Klong,"12""",3.96,2007,1027851,minimal,2024-12-08 07:57:48,,,,Electronic,"Techno, Tech House, Minimal",26,0,4.016306955645161
c/k 04,Ada & Metope vs. Pan/Tone,Hensel & Damsel / Scharmützel / Orient Express,Cereal/Killers,"12"", Ltd",3.96,2007,984642,minimal,2024-12-08 03:52:30,,,,Electronic,"Techno, Minimal",28,0,4.013625672043011
REKIDS 047,Radio Slave,I Don't Need A Cure For This / N.I.N.A.,Rekids,"12""",3.95,2010,2266394,Uncategorized,2025-01-22 04:50:37,,,,Electronic,"Deep House, Tech House, Minimal",38,0,3.996005350496278
MINUS 69,Hobo (3),From A To B,M_nus,"12""",3.95,2008,1570197,minimal,2024-12-09 12:46:53,,,,Electronic,"Techno, Minimal",39,0,3.9951373250152167
AUS0813,Lee Jones,Safari EP,Aus Music,"12"", EP",3.92,2008,1461823,Uncategorized,2025-01-22 05:56:11,,,,Electronic,"House, Minimal",24,0,3.9940073217317487
KITT 0004-6,Tube & Berger Present T.Y.W.O.,The Young And The Wild Ones,Kittball Records,"12""",3.93,2007,896950,tech house,2024-12-08 10:42:21,,,,Electronic,"Tech House, Electro House",28,0,3.9936256720430108
HYR 7027,Umek,Spare Good For Me / Scream,Hell Yeah Recordings,"12""",3.87,2009,1695859,Uncategorized,2024-12-10 13:35:28,,,,Electronic,"Techno, Minimal",15,0,3.991113042269188
AZNY206,Rasmus Faber,Get Over Here (Axwell / Sunloverz Mixes),Azuli Records,"12""",3.89,2005,549837,Uncategorized,2024-12-10 13:44:35,,,,Electronic,House,18,0,3.9910086945564514
ld16,Sebbo / Lars Wickinger,Beirut Boogie / Villa Incognito,liebe*detail,"12""",3.89,2007,949734,Uncategorized,2024-12-10 12:39:15,,,,Electronic,"Techno, Minimal, Tech House",18,0,3.9910086945564514
LOAD 108 X,Freemasons Feat. Amanda Wilson,Love On My Mind,Loaded Records,"12""",3.9,2005,505941,House,2024-12-08 03:38:50,,,,Electronic,House,20,0,3.990949359582543
EAR016,Adriano Filippucci pres ADF,Till Late EP,Earresistible Musick,"12"", EP",3.85,2007,1156043,Uncategorized,2024-12-10 10:39:05,,,,Electronic,"Progressive House, Tech House",13,0,3.990454749103943
MAU5021,Moguai,Lyve / Impereal,Mau5trap Recordings,"12""",3.86,2009,2048497,progressive house,2024-12-09 03:10:08,,,,Electronic,Progressive House,14,0,3.9904385080645164
SFR 014,Funkwerkstatt,Allee Der Kosmonauten EP,Superfancy Recordings,"12"", EP",3.88,2007,1135139,Uncategorized,2024-12-10 11:16:29,,,,Electronic,"Techno, Tech House",17,0,3.9887831685744013
PHW001r,DJ Delicious,Let It Drop (Remixes),Phunkwerk,"12""",3.82,2006,773249,Uncategorized,2024-12-08 04:55:52,,,,Electronic,"House, Electro",11,0,3.9884911290322576
DGR-WINTERSAMPLER-006,Black Shadow (2),Disco Galaxy Winter Music Sampler (2006 Edition),Disco Galaxy Recordings,"12"", Smplr",3.78,2006,851688,House,2024-12-08 06:01:36,,,,Electronic,"House, Disco",9,0,3.9874903576437584
BL025,Filthy Rich (6) vs. Dirty Freaks,Filthy Rich vs. Dirty Freaks EP,Big Love,"12""",3.8,2006,683541,Uncategorized,2024-12-08 03:46:32,,,,Electronic,Electro,10,0,3.9871782594086027
CLAQUEMUSIQUE05,Hugo (2),Strobo Revenge,Claque Musique,"12""",3.8,2009,1743514,Uncategorized,2024-12-10 12:13:26,,,,Electronic,"Minimal, Tech House",10,0,3.9871782594086027
"pw08, PULSEWITH 08",Swat-Squad & Alecs Marta,Summero Remixes,"PulseWith Records, PulseWith Records","12"", Dua",3.8,2006,745496,minimal,2024-12-08 10:32:21,,,,Electronic,"Minimal, Tech House",10,0,3.9871782594086027
VENMX 721 (N),Balazko,Breakfast,Vendetta Records,"12""",3.8,2006,722474,tech house,2024-12-09 06:08:06,,,,Electronic,"House, Electro, Tech House",10,0,3.9871782594086027
VENMX 779,Mason Vs Princess Superstar,Perfect (Exceeder),Vendetta Records,"12""",3.8,2007,1268153,House,2024-12-08 08:23:40,,,,Electronic,"House, Electro House",10,0,3.9871782594086027
KM030,Nicolas Stefan,More Letters Like This,KarateMusik,"12""",3.83,2007,1170220,Uncategorized,2024-12-10 11:33:15,,,,Electronic,Tech House,12,0,3.9866260856079405
KONTOR682,Michael Mind,Show Me Love,Kontor Records,"12""",3.83,2008,1494460,House,2024-12-08 02:41:23,,,,Electronic,"House, Electro, Trance",12,0,3.9866260856079405
MBF 12053,Baggy Bukaddor & Tim Fishbeck,Tandem,My Best Friend,"12""",3.83,2009,1695363,tech house,2024-12-08 11:00:52,,,,Electronic,Tech House,12,0,3.9866260856079405
SUB02,Botz + Flydrums,4Elements,Suburban Tracks,"12""",3.83,2005,422304,Uncategorized,2025-01-22 04:22:52,,,,Electronic,"Progressive House, Progressive Trance",12,0,3.9866260856079405
ASTRO002-6,Unizzon,Balonizator EP,Astrodisco,"12"", EP",3.75,2007,908221,Techno,2024-12-09 05:32:30,,,,Electronic,"Techno, Electro",8,0,3.9860126466275663
K689,Coco Fay,Hold You Back,Kontor Records,"12""",3.75,2008,1960240,tech house,2024-12-08 02:39:43,,,,Electronic,"House, Tech House",8,0,3.9860126466275663
OBS 003,Marcel Schoenbrunn & Martin Pfennig vs. Hernán Cattáneo & John Tonks,Mind Groove,Observe Records,"12""",3.75,2008,1356684,Uncategorized,2024-12-10 13:42:42,,,,Electronic,"Progressive House, House",8,0,3.9860126466275663
RSS-011,Frank Bailey,The Vibe,Regress,"12""",3.75,2005,503700,Uncategorized,2024-12-09 13:23:13,,,,Electronic,"Progressive House, Tribal",8,0,3.9860126466275663
VENMX 764 (N),Sunkids,Rise Up!,Vendetta Records,"12""",3.75,2006,844602,Uncategorized,2024-12-09 08:32:35,,,,Electronic,House,8,0,3.9860126466275663
DGR-046,Pink City,Housemusic,Disco Galaxy Recordings,"12""",3.67,2006,840207,Uncategorized,2024-12-10 12:57:22,,,,Electronic,"House, Disco",6,0,3.985613911290323
KFM 001,Smacs & Patrick Kong,Influenza,Kachelfunk Musik,"12""",3.67,2008,1352427,tech house,2024-12-08 10:53:37,,,,Electronic,"Electro, Tech House",6,0,3.985613911290323
"LORDAG008, lørdag 8",Oscar (4),Harket Funke EP,"lørdag, lørdag","12"", EP",3.67,2007,1197435,Uncategorized,2024-12-10 10:12:40,,,,Electronic,"Minimal Techno, Tech House",6,0,3.985613911290323
"MTR2294, 37",Blatta & Inesha,Afraid / Funk Siciliano,"Mantra Vibes, Mantra Breaks","12""",3.67,2006,823022,Uncategorized,2024-12-09 04:41:59,,,,Electronic,Breaks,6,0,3.985613911290323
AZNY235,DNA Orchestra,Samurai,Azuli Records,"12""",3.71,2006,740031,Uncategorized,2024-12-10 12:08:56,,,,Electronic,"House, Electro",7,0,3.9839180107526886
GNM010,Andrea Roma,Gelato & Prosciutto,Mystika Records,"12""",3.71,2008,1386631,Uncategorized,2024-12-10 10:42:21,,,,Electronic,"Techno, Minimal",7,0,3.9839180107526886
